Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,3,0,-0.5924805998028931,1,0,-0.5024451714361923,0.0
1,1,1,0.6387890120425208,1,0,0.7868452935884461,1.0
1,3,1,-0.2846631968415396,0,0,-0.4888542575852486,0.0
1,1,1,0.40792595982150565,1,0,0.4207302360686478,0.0
0,3,0,0.40792595982150565,0,0,-0.4863374216869257,0.0
0,3,0,0.0,0,0,-0.47811642890864375,2.0
0,1,0,1.8700586238879346,0,0,0.395813560675251,0.0
0,3,0,-2.1315676146096605,3,1,-0.22408312108167944,0.0
1,3,1,-0.20770884610120124,0,2,-0.4242561406845337,0.0
1,2,1,-1.2081154057256,1,0,-0.04295550208861426,1.0
1,3,1,-1.9776589131289837,1,1,-0.312172377522981,0.0
1,1,1,2.177876026849288,0,0,-0.11384570873513637,0.0
0,3,0,-0.7463893012835698,0,0,-0.4863374216869257,0.0
0,3,0,0.7157433627828591,1,5,-0.01870931177853076,0.0
0,3,1,-1.2081154057256,0,0,-0.4902797934380587,0.0
1,2,1,1.947012974628273,0,0,-0.3262666585535892,0.0
0,3,0,-2.1315676146096605,4,1,-0.06199888922968463,2.0
1,2,0,0.0,0,0,-0.3866707201133388,0.0
0,3,1,0.1001085568601522,1,0,-0.2859972841804228,0.0
1,3,1,0.0,0,0,-0.5029485386158568,1.0
0,2,0,0.40792595982150565,0,0,-0.12491978668775715,0.0
1,2,0,0.3309716090811673,0,0,-0.3866707201133388,0.0
1,3,1,-1.1311610549852615,0,0,-0.4867562231804066,2.0
1,1,0,-0.1307544953608629,0,0,0.06635974158478332,0.0
0,3,1,-1.6698415101676303,3,1,-0.22408312108167944,0.0
1,3,1,0.6387890120425208,1,5,-0.016444159470040135,0.0
0,3,0,0.0,0,0,-0.5029485386158568,1.0
0,1,0,-0.8233436520239081,3,2,4.647001076532463,0.0
1,3,1,0.0,0,0,-0.48977642625839407,2.0
0,3,0,0.0,0,0,-0.4894421904510968,0.0
0,1,0,0.7926977135231975,0,0,-0.09027201697708476,1.0
1,1,1,0.0,1,0,2.301728820789,1.0
1,3,1,0.0,0,0,-0.49237782784290063,2.0
0,2,0,2.793510832771995,0,0,-0.43700743807979686,0.0
0,1,0,-0.1307544953608629,1,0,1.0060617003323709,1.0
0,1,0,0.9466064150038742,1,0,0.39858208016340624,0.0
1,3,0,0.0,0,0,-0.5028639729296732,1.0
0,3,0,-0.6694349505432314,0,0,-0.4863374216869257,0.0
0,3,1,-0.9002980027642465,2,0,-0.2859972841804228,0.0
1,3,1,-1.2081154057256,1,0,-0.42207354059350805,1.0
0,3,1,0.7926977135231975,1,0,-0.4576454924460446,0.0
0,2,1,-0.20770884610120124,1,0,-0.22559322262067316,0.0
0,3,0,0.0,0,0,-0.4894421904510968,1.0
1,2,1,-2.054613263869322,1,2,0.18876253192945994,1.0
1,3,1,-0.8233436520239081,0,0,-0.48977642625839407,2.0
0,3,0,0.0,0,0,-0.4863374216869257,0.0
0,3,0,0.0,1,0,-0.3363340021468808,2.0
1,3,1,0.0,0,0,-0.49237782784290063,2.0
0,3,0,0.0,2,0,-0.21191774308354583,1.0
0,3,1,-0.9002980027642465,1,0,-0.29002422161773944,0.0
0,3,0,-1.7467958609079686,4,1,0.1506737441786005,0.0
0,3,0,-0.6694349505432314,0,0,-0.4913710934835715,0.0
1,1,1,1.4852868701862427,1,0,0.8964967865378598,1.0
1,2,1,-0.05380014462052453,1,0,-0.12491978668775715,0.0
0,1,0,2.7165564820316566,0,1,0.5995101505357573,1.0
1,1,0,0.0,0,0,0.06635974158478332,0.0
1,2,1,-0.6694349505432314,0,0,-0.43700743807979686,0.0
0,3,0,-0.0922773199906937,0,0,-0.5028639729296732,1.0
1,2,1,-1.9007045623886454,1,2,-0.08968408411123653,0.0
0,3,0,-1.4389784579466152,5,2,0.2958951755118318,0.0
0,3,0,-0.5924805998028931,0,0,-0.5028639729296732,1.0
1,1,1,0.6387890120425208,0,0,0.962353321387736,0.36220472440944884
0,1,0,1.1774694672248893,1,0,1.0323213593611125,0.0
0,3,0,-1.9776589131289837,3,2,-0.08666388103324908,0.0
0,1,0,0.0,0,0,-0.09027201697708476,1.0
1,3,0,0.0,1,1,-0.3414522396297103,1.0
1,2,1,-0.05380014462052453,0,0,-0.43700743807979686,0.0
0,3,0,-0.8233436520239081,0,0,-0.4841568350646187,0.0
1,3,1,-0.977252353504585,4,2,-0.4888542575852486,0.0
0,3,0,-0.2846631968415396,2,0,-0.47400492578514347,0.0
0,2,0,0.17706290760049057,0,0,-0.43700743807979686,0.0
0,3,1,-1.0542067042449232,5,2,0.2958951755118318,0.0
0,2,0,-0.6694349505432314,0,0,0.8314778546749452,0.0
0,3,0,-0.2846631968415396,1,0,-0.3573908580066095,1.0
1,3,0,0.17706290760049057,0,0,0.48910360681684706,0.0
0,3,0,-0.361617547581878,0,0,-0.494391296561559,0.0
0,3,0,0.0,0,0,-0.4894421904510968,0.0
0,3,0,0.0,0,0,-0.4863374216869257,0.0
1,2,0,-2.2216042049758564,0,2,-0.06451572512800753,0.0
1,3,1,0.02315420611981384,0,0,-0.397241430886295,0.0
0,3,0,-0.5924805998028931,0,0,-0.46720946885967163,0.0
1,3,0,-0.05380014462052453,0,0,-0.45714212526638004,0.0
1,3,1,0.0,0,0,-0.49162277707340374,2.0
0,1,0,-0.1307544953608629,0,0,0.29992211294914856,0.0
1,2,1,-0.977252353504585,0,0,-0.43700743807979686,0.0
1,3,1,0.25401725834082894,3,0,-0.32928686163157667,0.0
0,3,0,-1.0542067042449232,1,3,0.04370821849987721,0.0
0,3,0,0.0,0,0,-0.4863374216869257,0.0
1,1,1,-0.5155262490625547,3,2,4.647001076532463,0.0
0,3,0,-0.4385718983222164,0,0,-0.4863374216869257,0.0
0,3,0,-0.05380014462052453,0,0,-0.4863374216869257,0.0
0,3,0,-0.7463893012835698,0,0,-0.4902797934380587,0.0
0,1,0,1.2544238179652276,1,0,0.5833178351003071,0.0
0,3,0,-0.2846631968415396,1,2,-0.23415046467497105,0.0
0,3,0,2.2548303775896263,0,0,-0.5024451714361923,0.0
0,3,0,0.0,0,0,-0.4863374216869257,0.0
0,1,0,3.1782825864736868,0,0,0.0493298231623713,1.0
1,1,0,-0.5155262490625547,0,1,0.6272778976347743,1.0
1,2,1,0.3309716090811673,0,1,-0.18532384824750675,0.0
0,2,0,0.3309716090811673,1,0,-0.12491978668775715,0.0
0,3,1,-0.1307544953608629,0,0,-0.4894421904510968,0.0
0,3,0,0.0,0,0,-0.4894421904510968,0.0
0,1,0,-0.6694349505432314,0,1,0.907737982394129,0.0
0,3,0,0.25401725834082894,0,0,-0.4741720436887921,0.0
0,3,0,0.5618346613021824,2,0,-0.4888542575852486,0.0
0,3,0,-0.1307544953608629,0,0,-0.4894421904510968,0.0
1,3,1,-0.6694349505432314,0,0,-0.494391296561559,0.0
1,3,0,0.0,0,0,-0.4918744606632361,0.0
0,3,0,0.6387890120425208,0,0,-0.4894421904510968,0.0
1,3,1,0.0,1,0,-0.1621689579829361,2.0
0,1,0,1.3313781687055661,0,0,0.39858208016340624,0.0
0,3,1,-1.169638230355431,1,0,-0.3573908580066095,1.0
0,3,0,-0.5924805998028931,0,0,-0.4863374216869257,0.0
0,3,1,-0.7463893012835698,1,0,-0.4505983519307405,0.0
0,3,1,-0.977252353504585,0,0,-0.3573083057891445,1.0
0,3,0,-0.6694349505432314,0,0,-0.4888542575852486,0.0
0,3,0,3.139805411103518,0,0,-0.49237782784290063,2.0
0,2,0,-0.05380014462052453,1,0,-0.22559322262067316,0.0
0,1,0,-0.4385718983222164,0,1,4.335332226633905,1.0
0,3,1,-2.1315676146096605,4,2,-0.01870931177853076,0.0
0,2,0,-0.6694349505432314,2,0,0.8314778546749452,0.0
0,3,0,0.0,0,0,-0.4863374216869257,0.0
0,2,0,0.21554008297065974,1,0,-0.04295550208861426,1.0
1,2,1,0.21554008297065974,0,0,-0.3866707201133388,0.0
0,1,0,1.8700586238879346,0,1,0.907737982394129,0.0
1,3,0,-1.3620241072062766,1,0,-0.42207354059350805,1.0
0,3,0,0.0,0,0,-0.49237782784290063,2.0
1,3,0,-0.4385718983222164,0,0,-0.5046257580584992,0.0
1,3,1,0.0,1,1,-0.19824427701513722,1.0
0,3,0,1.1774694672248893,0,0,-0.5079822104125026,0.0
0,3,0,0.25401725834082894,0,0,-0.4894421904510968,1.0
0,3,0,-0.7463893012835698,0,0,-0.5064721088735089,0.0
0,3,1,1.3313781687055661,1,0,-0.35646868933346404,0.0
1,2,1,-0.05380014462052453,1,0,-0.12491978668775715,0.0
0,2,0,-0.361617547581878,0,0,-0.3866707201133388,0.0
0,2,0,-0.5155262490625547,0,0,-0.3454791770670269,1.0
1,1,1,-0.8233436520239081,0,2,-0.11921562980779811,0.0
0,1,0,0.5618346613021824,1,0,0.4207302360686478,0.0
0,3,0,-1.0542067042449232,0,0,-0.4628462821463391,0.0
0,1,0,-0.4385718983222164,0,0,0.9462455716384695,1.0
0,3,1,0.0,0,2,-0.3414522396297103,1.0
1,3,1,-0.5924805998028931,0,0,-0.49237782784290063,0.0
1,3,1,-0.4385718983222164,1,0,-0.32928686163157667,0.0
0,3,0,-0.8233436520239081,0,0,-0.5125125150294839,2.0
0,2,0,-0.9002980027642465,0,0,-0.41687275089321363,0.0
0,2,0,-0.8233436520239081,1,1,0.09152810056801232,0.0
1,3,0,-0.20770884610120124,0,0,-0.49145565916975514,0.0
0,3,1,-1.5928871594272918,2,2,0.04370821849987721,0.0
0,2,0,0.5233574859320133,0,2,-0.12491978668775715,0.0
0,2,0,0.9466064150038742,0,0,-0.3866707201133388,0.0
0,2,0,1.6391955716669195,0,0,-0.39623469652696586,0.0
1,1,1,-0.5924805998028931,1,0,0.6925485130875209,0.0
0,3,0,1.985490149998442,0,0,-0.4863374216869257,0.0
0,3,0,0.8311748888933667,0,2,-0.35646868933346404,0.0
0,3,0,0.0,0,0,-0.5011867534870308,0.0
0,1,0,1.6391955716669195,0,1,0.5874293382238074,1.0
1,3,1,-1.0542067042449232,0,0,-0.49271407711891657,2.0
0,3,0,0.02315420611981384,0,0,-0.4863374216869257,0.0
0,3,0,0.0,0,0,-0.47400492578514347,0.0
0,3,0,0.0,8,2,0.7519458402879414,0.0
0,3,0,1.100515116484551,0,1,-0.32425318983493084,0.0
1,2,1,0.7926977135231975,0,0,-0.331300330350235,0.0
0,3,0,-0.2846631968415396,0,0,-0.4918744606632361,0.0
0,3,0,-0.977252353504585,0,0,-0.47400492578514347,0.0
0,3,0,-2.208521965349999,4,1,0.1506737441786005,0.0
1,3,0,-1.5928871594272918,0,2,-0.2351571990343002,0.0
1,1,1,0.0,0,1,0.4589861417231558,0.0
0,3,1,1.1774694672248893,1,4,-0.08666388103324908,0.0
0,1,0,0.0,0,0,-0.12642988822675086,0.0
0,3,0,-0.1307544953608629,0,0,0.48910360681684706,0.0
0,1,0,2.4087390790703034,0,0,0.026090367211616904,0.0
0,3,0,-1.9776589131289837,4,1,-0.06199888922968463,2.0
1,3,1,-2.208521965349999,1,1,-0.4242561406845337,0.0
0,3,0,-0.6694349505432314,0,0,-0.4888542575852486,0.0
0,1,0,2.0239673253686115,0,0,-0.030371322596999754,1.0
0,3,0,-0.9002980027642465,1,1,-0.4902797934380587,0.0
0,3,0,0.0,3,1,-0.13565761536436197,0.0
0,1,1,1.5622412209265812,0,0,-0.07030444769415023,1.0
0,2,0,0.02315420611981384,0,0,-0.3866707201133388,0.0
0,3,0,0.48488031056184405,0,0,-0.6484216535389205,0.0
0,3,1,0.0,8,2,0.7519458402879414,0.0
0,2,0,0.0,0,0,-0.34539461138084326,1.0
0,3,0,-1.5928871594272918,4,2,-0.016444159470040135,0.0
1,2,0,-2.208521965349999,2,1,0.13683114673782454,0.0
1,3,1,-1.9776589131289837,0,2,-0.20495516825442542,0.0
0,1,0,0.0,0,0,0.3583127057902398,0.0
1,3,1,0.0,1,0,-0.3363340021468808,2.0
1,1,0,1.1774694672248893,0,0,-0.11384570873513637,0.0
0,3,0,0.7926977135231975,1,1,-0.3363340021468808,2.0
0,3,0,0.48488031056184405,0,0,-0.4894421904510968,0.0
1,2,1,0.17706290760049057,0,0,-0.3866707201133388,0.0
0,2,0,-0.8233436520239081,0,0,-0.3866707201133388,0.0
1,3,1,-0.8233436520239081,1,0,-0.4902797934380587,0.0
1,2,0,-2.054613263869322,1,1,-0.12491978668775715,0.0
1,1,1,1.100515116484551,0,0,-0.09027201697708476,1.0
1,1,1,2.177876026849288,0,0,2.301728820789,1.0
0,3,0,0.0,0,0,-0.49237782784290063,2.0
0,3,0,0.9466064150038742,0,1,-0.47920571548543794,0.0
1,3,1,0.0,0,0,-0.49237782784290063,2.0
0,2,1,-0.4385718983222164,0,0,-0.3866707201133388,0.0
0,3,0,-0.1307544953608629,0,0,-0.45714212526638004,0.0
0,3,0,0.0,8,2,0.7519458402879414,0.0
0,3,0,0.3309716090811673,0,0,-0.5176307525123133,0.0
0,3,0,1.2159466425950585,0,0,-0.5029485386158568,1.0
1,3,0,-0.9002980027642465,0,0,-0.4863374216869257,0.0
0,3,1,-2.1315676146096605,0,1,-0.43776248884929375,0.0
0,3,0,0.17706290760049057,1,0,-0.32928686163157667,0.0
1,3,0,-0.2846631968415396,0,0,-0.2701412180209885,1.0
1,3,1,-1.0542067042449232,0,0,-0.49237782784290063,2.0
1,1,0,0.7926977135231975,0,0,-0.024246350754841113,1.0
0,3,0,-0.4385718983222164,0,0,-0.5064721088735089,0.0
1,2,1,0.40792595982150565,0,0,-0.22559322262067316,0.0
0,3,0,-0.5924805998028931,0,0,-0.5024451714361923,0.0
0,2,0,0.02315420611981384,0,0,-0.3866707201133388,0.0
0,3,0,0.0,1,0,-0.49237782784290063,2.0
1,1,1,0.1001085568601522,1,0,1.6323350375212924,1.0
1,3,1,-0.20770884610120124,0,0,-0.4888542575852486,0.0
0,2,0,0.9466064150038742,1,0,-0.10478509950117394,0.0
1,1,1,0.17706290760049057,0,0,0.8876878608937296,1.0
0,2,0,0.02315420611981384,0,0,-0.43700743807979686,0.0
1,3,0,-1.0542067042449232,0,0,-0.4863374216869257,0.0
0,2,0,-0.20770884610120124,0,0,-0.3866707201133388,0.0
0,3,0,1.6391955716669195,0,0,-0.4863374216869257,0.0
0,3,0,0.0,0,0,-0.4894421904510968,0.0
1,1,0,0.6387890120425208,1,0,1.163700193253568,0.0
0,3,0,-0.5924805998028931,0,0,-0.4601623283443675,0.0
1,2,0,-0.8233436520239081,0,0,-0.43700743807979686,0.0
0,3,0,-0.7079121259134006,0,0,-0.5024451714361923,0.0
0,2,0,-0.9002980027642465,0,0,-0.3866707201133388,0.0
0,3,1,0.0,3,1,-0.13565761536436197,0.0
1,1,1,0.40792595982150565,1,0,1.0323213593611125,0.0
0,3,0,-0.05380014462052453,0,0,-0.4918744606632361,0.0
0,2,0,2.2548303775896263,0,0,-0.3766033765200472,0.0
1,3,1,-1.9007045623886454,4,2,-0.016444159470040135,0.0
0,2,0,-0.4385718983222164,0,0,-0.43700743807979686,0.0
0,3,1,0.0,0,0,-0.49640476528021726,0.0
0,2,0,1.100515116484551,1,0,-0.12491978668775715,0.0
1,2,1,-1.6698415101676303,0,2,-0.11988611489111134,0.0
0,2,0,-0.8233436520239081,0,0,-0.43700743807979686,0.0
0,2,0,0.25401725834082894,0,0,-0.4012683683236117,0.0
0,3,1,0.0,1,0,-0.3573908580066095,1.0
1,3,1,0.0,1,0,-0.3363340021468808,2.0
0,2,0,-0.05380014462052453,0,0,-0.43700743807979686,0.0
0,3,0,-0.5924805998028931,0,0,-0.5049620073345151,0.0
0,3,0,0.02315420611981384,0,0,-0.5029485386158568,1.0
0,1,0,1.100515116484551,2,0,1.163700193253568,2.0
0,3,1,-0.361617547581878,0,0,-0.4918744606632361,0.0
1,2,1,-0.4385718983222164,0,2,-0.35646868933346404,0.0
1,1,0,0.5618346613021824,1,1,0.40974072380221066,0.0
0,2,0,1.8700586238879346,1,0,-0.12491978668775715,0.0
0,3,0,0.0,0,0,-0.5024451714361923,0.0
0,3,1,-0.05380014462052453,1,1,-0.43776248884929375,0.0
0,1,0,2.4856934298106417,0,0,-0.11384570873513637,0.0
0,3,0,0.02315420611981384,1,0,-0.32425318983493084,0.0
0,3,1,0.8696520642635358,0,2,-0.2414492887801075,0.0
1,3,1,-0.05380014462052453,0,2,-0.3414522396297103,1.0
1,1,1,0.0,0,0,0.9462455716384695,1.0
1,1,1,0.02315420611981384,0,0,1.093228788100527,0.0
1,1,1,0.40792595982150565,0,0,9.667166525013505,1.0
1,2,1,1.5622412209265812,0,1,-0.12491978668775715,0.0
0,3,0,0.0,0,0,-0.49237782784290063,2.0
1,3,0,-2.054613263869322,4,2,-0.016444159470040135,0.0
0,1,0,1.7161499224072578,1,1,0.955306180872432,0.0
0,1,0,0.7926977135231975,0,0,-0.6484216535389205,0.0
0,3,1,0.0,0,0,-0.49237782784290063,2.0
0,2,0,0.48488031056184405,0,0,-0.43700743807979686,0.0
0,3,0,-1.0542067042449232,4,1,0.1506737441786005,0.0
1,3,0,-0.361617547581878,1,0,-0.4918744606632361,0.0
1,1,1,2.177876026849288,0,1,2.441497778832105,0.0
1,1,1,0.40792595982150565,0,0,2.0825124140450755,0.0
0,1,0,0.0,0,0,-0.024246350754841113,0.0
1,3,0,-0.361617547581878,0,0,-0.6484216535389205,0.0
1,2,1,0.8696520642635358,0,1,-0.255795253400548,0.0
0,1,0,0.5618346613021824,0,1,-0.05042144409739929,1.0
1,3,1,0.0,0,0,-0.49237782784290063,2.0
1,1,1,2.56264778055098,1,0,0.921244330558889,0.0
0,3,1,1.1774694672248893,0,0,-0.49237782784290063,0.0
0,2,0,0.0,0,0,-0.6484216535389205,0.0
0,3,0,-1.7467958609079686,4,1,-0.06199888922968463,2.0
1,3,1,0.40792595982150565,1,1,-0.24069423801061057,0.0
0,3,0,2.7165564820316566,0,0,-0.49237782784290063,2.0
0,3,0,-0.1307544953608629,0,0,-0.4902797934380587,0.0
0,3,0,-1.0542067042449232,0,0,-0.45714212526638004,0.0
1,3,0,-0.8233436520239081,0,0,-0.4863374216869257,0.0
0,1,0,0.0,0,0,-0.12491978668775715,0.0
0,3,0,0.25401725834082894,0,0,-0.47400492578514347,1.0
1,3,0,0.02315420611981384,0,0,-0.45714212526638004,0.0
0,3,0,-0.5924805998028931,0,0,-0.4894421904510968,0.0
1,2,0,0.9466064150038742,0,0,-0.3866707201133388,0.0
1,3,1,-0.5924805998028931,0,0,-0.49237782784290063,2.0
1,1,1,-0.2846631968415396,0,0,0.9391984311231651,0.0
1,1,1,-0.8233436520239081,1,0,1.1854295476653287,1.0
0,2,0,0.48488031056184405,0,0,-0.3891875560116617,1.0
0,3,1,-0.4385718983222164,0,0,-0.4702296719376591,0.0
0,3,0,-0.4385718983222164,0,0,-0.4894421904510968,0.0
